YearsExperience,Education,JobRole,OrgSize,Location,Salary,CompFreq,Currency,LanguageHaveWorkedWith,Age,Gender
5,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,22,Other
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,20,Other
5,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"37,500,000",Monthly,VND,NOT PROVIDED,21,Other
6,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,23,Other
5,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"24,916,667",Monthly,VND,NOT PROVIDED,24,Other
14,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"100,000,000",Monthly,VND,NOT PROVIDED,30,Other
6,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,30,Other
5,Master,Back-end Developer,"10,000 or more employees",Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,33,Other
11,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"100,000,000",Monthly,VND,NOT PROVIDED,26,Other
9,Bachelor,Mobile Developer,Less than 20 employees,Viet Nam,"10,833,333",Monthly,VND,NOT PROVIDED,22,Other
10,Bachelor,Back-end Developer,"10,000 or more employees",Viet Nam,"108,291,667",Monthly,VND,NOT PROVIDED,32,Other
8,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"79,861,111",Monthly,VND,NOT PROVIDED,34,Other
3,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"11,500,000",Monthly,VND,NOT PROVIDED,20,Other
9,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,26,Other
6,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"208,333,333",Monthly,VND,NOT PROVIDED,33,Other
16,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,"184,000,000",Monthly,VND,NOT PROVIDED,27,Other
10,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"41,666,667",Monthly,VND,NOT PROVIDED,30,Other
9,Master,Full-stack Developer,10 to 19 employees,Viet Nam,"41,666,667",Monthly,VND,NOT PROVIDED,25,Other
18,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"70,000,000",Monthly,VND,NOT PROVIDED,27,Other
8,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,21,Other
6,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"66,666,667",Monthly,VND,NOT PROVIDED,22,Other
12,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"75,000,000",Monthly,VND,NOT PROVIDED,27,Other
5,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,33,Other
10,Bachelor,Front-end Developer,"5,000 to 9,999 employees",Viet Nam,"72,500,000",Monthly,VND,NOT PROVIDED,27,Other
5,Bachelor,Game Developer,20 to 99 employees,Viet Nam,"144,000,000",Monthly,VND,NOT PROVIDED,31,Other
6,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"69,000,000",Monthly,VND,NOT PROVIDED,24,Other
12,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"15,833,333",Monthly,VND,NOT PROVIDED,26,Other
5,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,"16,250,000",Monthly,VND,NOT PROVIDED,31,Other
10,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"35,750,000",Monthly,VND,NOT PROVIDED,33,Other
8,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,24,Other
6,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"17,000,000",Monthly,VND,NOT PROVIDED,18,Other
4,High School,Back-end Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,22,Other
6,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,25,Other
10,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"29,166,667",Monthly,VND,NOT PROVIDED,33,Other
7,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,21,Other
12,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,36,Other
12,High School,Back-end Developer,Less than 20 employees,Viet Nam,"600,000,000",Monthly,VND,NOT PROVIDED,41,Other
7,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"30,449,164",Monthly,VND,NOT PROVIDED,25,Other
2,High School,Back-end Developer,Less than 20 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,24,Other
17,High School,Front-end Developer,Less than 20 employees,Viet Nam,"26,750,000",Monthly,VND,NOT PROVIDED,34,Other
2,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"14,166,667",Monthly,VND,NOT PROVIDED,30,Other
4,Bachelor,DevOps,20 to 99 employees,Viet Nam,"48,750,000",Monthly,VND,NOT PROVIDED,32,Other
3,High School,Full-stack Developer,Less than 20 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,19,Other
6,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,33,Other
8,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,29,Other
3,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"14,400,000",Monthly,VND,NOT PROVIDED,24,Other
10,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,30,Other
9,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,19,Other
5,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,"18,000,000",Monthly,VND,NOT PROVIDED,23,Other
8,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"65,000,000",Monthly,VND,NOT PROVIDED,26,Other
9,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"29,166,667",Monthly,VND,NOT PROVIDED,26,Other
10,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,40,Other
14,High School,Mobile Developer,Less than 20 employees,Viet Nam,"61,333,333",Monthly,VND,NOT PROVIDED,31,Other
3,High School,Full-stack Developer,Less than 20 employees,Viet Nam,"12,144,000",Monthly,VND,NOT PROVIDED,22,Other
3,High School,Full-stack Developer,Less than 20 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,22,Other
8,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,34,Other
16,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"60,000,000",Monthly,VND,NOT PROVIDED,35,Other
5,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,18,Other
17,Bachelor,DevOps,Less than 20 employees,Viet Nam,"21,000,000",Monthly,VND,NOT PROVIDED,43,Other
2,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,20,Other
6,High School,Full-stack Developer,Less than 20 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,24,Other
8,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"20,833,333",Monthly,VND,NOT PROVIDED,27,Other
7,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,29,Other
,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,27,Other
13,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"18,000,000",Monthly,VND,NOT PROVIDED,19,Other
7,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"45,000,000",Monthly,VND,NOT PROVIDED,21,Other
5,High School,Full-stack Developer,500 to 999 employees,Viet Nam,"7,000,000",Monthly,VND,NOT PROVIDED,19,Other
11,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"123,666,667",Monthly,VND,NOT PROVIDED,34,Other
5,Bachelor,DevOps,"10,000 or more employees",Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,18,Other
7,High School,Data Scientist,10 to 19 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,24,Other
3,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"2,000,000",Monthly,VND,NOT PROVIDED,20,Other
3,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"110,208,333",Monthly,VND,NOT PROVIDED,43,Other
5,High School,Front-end Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,43,Other
7,Bachelor,Data Scientist,Less than 20 employees,Viet Nam,"81,600,000",Monthly,VND,NOT PROVIDED,33,Other
6,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,19,Other
6,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,29,Other
4,Master,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,34,Other
11,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,"45,833,333",Monthly,VND,NOT PROVIDED,30,Other
5,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"14,080,000",Monthly,VND,NOT PROVIDED,23,Other
6,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"36,780,000",Monthly,VND,NOT PROVIDED,34,Other
2,Bachelor,Data Scientist,"1,000 to 4,999 employees",Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,31,Other
7,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"110,208,333",Monthly,VND,NOT PROVIDED,42,Other
18,Master,Mobile Developer,20 to 99 employees,Viet Nam,"94,250,000",Monthly,VND,NOT PROVIDED,42,Other
5,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"8,500,000",Monthly,VND,NOT PROVIDED,18,Other
3,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"26,780,000",Monthly,VND,NOT PROVIDED,29,Other
6,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"21,666,667",Monthly,VND,NOT PROVIDED,30,Other
11,Bachelor,Embedded Engineer,Less than 20 employees,Viet Nam,"36,000,000",Monthly,VND,NOT PROVIDED,33,Other
7,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"54,166,667",Monthly,VND,NOT PROVIDED,31,Other
5,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"7,000,000",Monthly,VND,NOT PROVIDED,30,Other
1,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"8,333,333",Monthly,VND,NOT PROVIDED,19,Other
5,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"18,333,333",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,21,Other
7,Bachelor,Back-end Developer,Less than 20 employees,Viet Nam,"52,800,000",Monthly,VND,NOT PROVIDED,29,Other
25,Master,Full-stack Developer,10 to 19 employees,Viet Nam,"35,138,889",Monthly,VND,NOT PROVIDED,48,Other
7,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,27,Other
7,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,29,Other
15,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"73,920,000",Monthly,VND,NOT PROVIDED,35,Other
1,Master,DevOps,"10,000 or more employees",Viet Nam,"50,600,000",Monthly,VND,NOT PROVIDED,25,Other
44,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"159,722,222",Monthly,VND,NOT PROVIDED,68,Other
2,High School,Data Scientist,10 to 19 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,57,Other
